Interpolation Weights at RHO-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000013  0.00000e+00  0.00000e+00  1.11111e-01  2.22222e-01  3.33333e-01    48   12333   12334   47.50000   47.83333   48.50000    66   12522   65.50000   65.83333   66.50000
0000014  0.00000e+00  0.00000e+00  2.22222e-01  1.11111e-01  3.33333e-01    48   12333   12334   47.50000   48.16667   48.50000    66   12522   65.50000   65.83333   66.50000
0000015  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    49   12334   12335   48.50000   48.50000   49.50000    66   12523   65.50000   65.83333   66.50000
0000016  0.00000e+00  0.00000e+00  0.00000e+00  2.22222e-01  2.22222e-01    49   12334   12335   48.50000   48.83333   49.50000    66   12523   65.50000   65.83333   66.50000
0000017  0.00000e+00  0.00000e+00  0.00000e+00  1.11111e-01  1.11111e-01    49   12334   12335   48.50000   49.16667   49.50000    66   12523   65.50000   65.83333   66.50000
0000018  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    50   12335   12336   49.50000   49.50000   50.50000    66   12524   65.50000   65.83333   66.50000
0000019  0.00000e+00  2.22222e-01  1.11111e-01  0.00000e+00  3.33333e-01    50   12335   12336   49.50000   49.83333   50.50000    66   12524   65.50000   65.83333   66.50000
0000020  0.00000e+00  4.44444e-01  2.22222e-01  0.00000e+00  6.66667e-01    50   12335   12336   49.50000   50.16667   50.50000    66   12524   65.50000   65.83333   66.50000
0000021  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    51   12336   12337   50.50000   50.50000   51.50000    66   12525   65.50000   65.83333   66.50000
0000022  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    51   12336   12337   50.50000   50.83333   51.50000    66   12525   65.50000   65.83333   66.50000
0000023  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    51   12336   12337   50.50000   51.16667   51.50000    66   12525   65.50000   65.83333   66.50000
0000024  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    52   12337   12338   51.50000   51.50000   52.50000    66   12526   65.50000   65.83333   66.50000
0000025  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    52   12337   12338   51.50000   51.83333   52.50000    66   12526   65.50000   65.83333   66.50000
0000026  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    52   12337   12338   51.50000   52.16667   52.50000    66   12526   65.50000   65.83333   66.50000
0000027  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    53   12338   12339   52.50000   52.50000   53.50000    66   12527   65.50000   65.83333   66.50000
0000028  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    53   12338   12339   52.50000   52.83333   53.50000    66   12527   65.50000   65.83333   66.50000
0000029  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    53   12338   12339   52.50000   53.16667   53.50000    66   12527   65.50000   65.83333   66.50000
0000030  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    54   12339   12340   53.50000   53.50000   54.50000    66   12528   65.50000   65.83333   66.50000
0000031  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    54   12339   12340   53.50000   53.83333   54.50000    66   12528   65.50000   65.83333   66.50000
0000032  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    54   12339   12340   53.50000   54.16667   54.50000    66   12528   65.50000   65.83333   66.50000
0000033  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    55   12340   12341   54.50000   54.50000   55.50000    66   12529   65.50000   65.83333   66.50000
0000034  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    55   12340   12341   54.50000   54.83333   55.50000    66   12529   65.50000   65.83333   66.50000
0000035  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    55   12340   12341   54.50000   55.16667   55.50000    66   12529   65.50000   65.83333   66.50000
0000036  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    56   12341   12342   55.50000   55.50000   56.50000    66   12530   65.50000   65.83333   66.50000
0000037  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    56   12341   12342   55.50000   55.83333   56.50000    66   12530   65.50000   65.83333   66.50000
0000038  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    56   12341   12342   55.50000   56.16667   56.50000    66   12530   65.50000   65.83333   66.50000
0000039  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    57   12342   12343   56.50000   56.50000   57.50000    66   12531   65.50000   65.83333   66.50000
0000040  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    57   12342   12343   56.50000   56.83333   57.50000    66   12531   65.50000   65.83333   66.50000
0000041  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    57   12342   12343   56.50000   57.16667   57.50000    66   12531   65.50000   65.83333   66.50000
0000042  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    58   12343   12344   57.50000   57.50000   58.50000    66   12532   65.50000   65.83333   66.50000
0000043  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    58   12343   12344   57.50000   57.83333   58.50000    66   12532   65.50000   65.83333   66.50000
0000044  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    58   12343   12344   57.50000   58.16667   58.50000    66   12532   65.50000   65.83333   66.50000
0000045  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    59   12344   12345   58.50000   58.50000   59.50000    66   12533   65.50000   65.83333   66.50000
0000046  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    59   12344   12345   58.50000   58.83333   59.50000    66   12533   65.50000   65.83333   66.50000
0000047  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    59   12344   12345   58.50000   59.16667   59.50000    66   12533   65.50000   65.83333   66.50000
0000048  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    60   12345   12346   59.50000   59.50000   60.50000    66   12534   65.50000   65.83333   66.50000
0000049  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    60   12345   12346   59.50000   59.83333   60.50000    66   12534   65.50000   65.83333   66.50000
0000050  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60   12345   12346   59.50000   60.16667   60.50000    66   12534   65.50000   65.83333   66.50000
0000051  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61   12346   12347   60.50000   60.50000   61.50000    66   12535   65.50000   65.83333   66.50000
0000052  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61   12346   12347   60.50000   60.83333   61.50000    66   12535   65.50000   65.83333   66.50000
0000053  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    61   12346   12347   60.50000   61.16667   61.50000    66   12535   65.50000   65.83333   66.50000
0000054  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    62   12347   12348   61.50000   61.50000   62.50000    66   12536   65.50000   65.83333   66.50000
0000055  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    62   12347   12348   61.50000   61.83333   62.50000    66   12536   65.50000   65.83333   66.50000
0000056  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    62   12347   12348   61.50000   62.16667   62.50000    66   12536   65.50000   65.83333   66.50000
0000057  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    63   12348   12349   62.50000   62.50000   63.50000    66   12537   65.50000   65.83333   66.50000
0000058  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    63   12348   12349   62.50000   62.83333   63.50000    66   12537   65.50000   65.83333   66.50000
0000059  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    63   12348   12349   62.50000   63.16667   63.50000    66   12537   65.50000   65.83333   66.50000
0000060  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    64   12349   12350   63.50000   63.50000   64.50000    66   12538   65.50000   65.83333   66.50000
0000061  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    64   12349   12350   63.50000   63.83333   64.50000    66   12538   65.50000   65.83333   66.50000
0000062  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    64   12349   12350   63.50000   64.16667   64.50000    66   12538   65.50000   65.83333   66.50000
0000063  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    65   12350   12351   64.50000   64.50000   65.50000    66   12539   65.50000   65.83333   66.50000
0000064  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    65   12350   12351   64.50000   64.83333   65.50000    66   12539   65.50000   65.83333   66.50000
0000065  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    65   12350   12351   64.50000   65.16667   65.50000    66   12539   65.50000   65.83333   66.50000
0000066  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    66   12351   12352   65.50000   65.50000   66.50000    66   12540   65.50000   65.83333   66.50000
0000067  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    66   12351   12352   65.50000   65.83333   66.50000    66   12540   65.50000   65.83333   66.50000
0000068  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    66   12351   12352   65.50000   66.16667   66.50000    66   12540   65.50000   65.83333   66.50000
0000069  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    67   12352   12353   66.50000   66.50000   67.50000    66   12541   65.50000   65.83333   66.50000
0000070  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    67   12352   12353   66.50000   66.83333   67.50000    66   12541   65.50000   65.83333   66.50000
0000071  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    67   12352   12353   66.50000   67.16667   67.50000    66   12541   65.50000   65.83333   66.50000
0000072  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    68   12353   12354   67.50000   67.50000   68.50000    66   12542   65.50000   65.83333   66.50000
0000073  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    68   12353   12354   67.50000   67.83333   68.50000    66   12542   65.50000   65.83333   66.50000
0000074  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    68   12353   12354   67.50000   68.16667   68.50000    66   12542   65.50000   65.83333   66.50000
0000075  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    69   12354   12355   68.50000   68.50000   69.50000    66   12543   65.50000   65.83333   66.50000
0000076  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    69   12354   12355   68.50000   68.83333   69.50000    66   12543   65.50000   65.83333   66.50000
0000077  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    69   12354   12355   68.50000   69.16667   69.50000    66   12543   65.50000   65.83333   66.50000
0000078  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    70   12355   12356   69.50000   69.50000   70.50000    66   12544   65.50000   65.83333   66.50000
0000079  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    70   12355   12356   69.50000   69.83333   70.50000    66   12544   65.50000   65.83333   66.50000
0000080  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    70   12355   12356   69.50000   70.16667   70.50000    66   12544   65.50000   65.83333   66.50000
0000081  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    71   12356   12357   70.50000   70.50000   71.50000    66   12545   65.50000   65.83333   66.50000
0000082  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    71   12356   12357   70.50000   70.83333   71.50000    66   12545   65.50000   65.83333   66.50000
0000083  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    71   12356   12357   70.50000   71.16667   71.50000    66   12545   65.50000   65.83333   66.50000
0000084  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    72   12357   12358   71.50000   71.50000   72.50000    66   12546   65.50000   65.83333   66.50000
0000085  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    72   12357   12358   71.50000   71.83333   72.50000    66   12546   65.50000   65.83333   66.50000
0000086  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    72   12357   12358   71.50000   72.16667   72.50000    66   12546   65.50000   65.83333   66.50000
0000087  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    73   12358   12359   72.50000   72.50000   73.50000    66   12547   65.50000   65.83333   66.50000
0000088  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    73   12358   12359   72.50000   72.83333   73.50000    66   12547   65.50000   65.83333   66.50000
0000089  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    73   12358   12359   72.50000   73.16667   73.50000    66   12547   65.50000   65.83333   66.50000
0000090  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    74   12359   12360   73.50000   73.50000   74.50000    66   12548   65.50000   65.83333   66.50000
0000091  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    74   12359   12360   73.50000   73.83333   74.50000    66   12548   65.50000   65.83333   66.50000
0000092  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    74   12359   12360   73.50000   74.16667   74.50000    66   12548   65.50000   65.83333   66.50000
0000093  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    75   12360   12361   74.50000   74.50000   75.50000    66   12549   65.50000   65.83333   66.50000
0000094  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    75   12360   12361   74.50000   74.83333   75.50000    66   12549   65.50000   65.83333   66.50000
0000095  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    75   12360   12361   74.50000   75.16667   75.50000    66   12549   65.50000   65.83333   66.50000
0000096  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    76   12361   12362   75.50000   75.50000   76.50000    66   12550   65.50000   65.83333   66.50000
0000097  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    76   12361   12362   75.50000   75.83333   76.50000    66   12550   65.50000   65.83333   66.50000
0000098  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    76   12361   12362   75.50000   76.16667   76.50000    66   12550   65.50000   65.83333   66.50000
0000099  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    77   12362   12363   76.50000   76.50000   77.50000    66   12551   65.50000   65.83333   66.50000
0000100  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    77   12362   12363   76.50000   76.83333   77.50000    66   12551   65.50000   65.83333   66.50000
0000101  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    77   12362   12363   76.50000   77.16667   77.50000    66   12551   65.50000   65.83333   66.50000
0000102  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    78   12363   12364   77.50000   77.50000   78.50000    66   12552   65.50000   65.83333   66.50000
0000103  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    78   12363   12364   77.50000   77.83333   78.50000    66   12552   65.50000   65.83333   66.50000
0000104  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    78   12363   12364   77.50000   78.16667   78.50000    66   12552   65.50000   65.83333   66.50000
0000105  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    79   12364   12365   78.50000   78.50000   79.50000    66   12553   65.50000   65.83333   66.50000
0000106  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    79   12364   12365   78.50000   78.83333   79.50000    66   12553   65.50000   65.83333   66.50000
0000107  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    79   12364   12365   78.50000   79.16667   79.50000    66   12553   65.50000   65.83333   66.50000
0000108  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    80   12365   12366   79.50000   79.50000   80.50000    66   12554   65.50000   65.83333   66.50000
0000109  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    80   12365   12366   79.50000   79.83333   80.50000    66   12554   65.50000   65.83333   66.50000
0000110  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    80   12365   12366   79.50000   80.16667   80.50000    66   12554   65.50000   65.83333   66.50000
0000111  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    81   12366   12367   80.50000   80.50000   81.50000    66   12555   65.50000   65.83333   66.50000
0000112  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    81   12366   12367   80.50000   80.83333   81.50000    66   12555   65.50000   65.83333   66.50000
0000113  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    81   12366   12367   80.50000   81.16667   81.50000    66   12555   65.50000   65.83333   66.50000
0000114  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    82   12367   12368   81.50000   81.50000   82.50000    66   12556   65.50000   65.83333   66.50000
0000115  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    82   12367   12368   81.50000   81.83333   82.50000    66   12556   65.50000   65.83333   66.50000
0000116  0.00000e+00  0.00000e+00  2.22222e-01  4.44444e-01  6.66667e-01    44   12329   12330   43.50000   43.83333   44.50000    66   12518   65.50000   66.16667   66.50000
0000117  0.00000e+00  0.00000e+00  4.44444e-01  2.22222e-01  6.66667e-01    44   12329   12330   43.50000   44.16667   44.50000    66   12518   65.50000   66.16667   66.50000
0000118  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01  6.66667e-01    45   12330   12331   44.50000   44.50000   45.50000    66   12519   65.50000   66.16667   66.50000
0000119  0.00000e+00  0.00000e+00  0.00000e+00  4.44444e-01  4.44444e-01    45   12330   12331   44.50000   44.83333   45.50000    66   12519   65.50000   66.16667   66.50000
0000120  0.00000e+00  0.00000e+00  0.00000e+00  2.22222e-01  2.22222e-01    45   12330   12331   44.50000   45.16667   45.50000    66   12519   65.50000   66.16667   66.50000
0000121  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12331   12332   45.50000   45.50000   46.50000    66   12520   65.50000   66.16667   66.50000
0000122  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12331   12332   45.50000   45.83333   46.50000    66   12520   65.50000   66.16667   66.50000
0000123  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12331   12332   45.50000   46.16667   46.50000    66   12520   65.50000   66.16667   66.50000
0000124  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    47   12332   12333   46.50000   46.50000   47.50000    66   12521   65.50000   66.16667   66.50000
0000125  0.00000e+00  0.00000e+00  2.22222e-01  0.00000e+00  2.22222e-01    47   12332   12333   46.50000   46.83333   47.50000    66   12521   65.50000   66.16667   66.50000
0000126  0.00000e+00  0.00000e+00  4.44444e-01  0.00000e+00  4.44444e-01    47   12332   12333   46.50000   47.16667   47.50000    66   12521   65.50000   66.16667   66.50000
0000127  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01  6.66667e-01    48   12333   12334   47.50000   47.50000   48.50000    66   12522   65.50000   66.16667   66.50000
0000128  0.00000e+00  0.00000e+00  2.22222e-01  4.44444e-01  6.66667e-01    48   12333   12334   47.50000   47.83333   48.50000    66   12522   65.50000   66.16667   66.50000
0000129  0.00000e+00  0.00000e+00  4.44444e-01  2.22222e-01  6.66667e-01    48   12333   12334   47.50000   48.16667   48.50000    66   12522   65.50000   66.16667   66.50000
0000130  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01  6.66667e-01    49   12334   12335   48.50000   48.50000   49.50000    66   12523   65.50000   66.16667   66.50000
0000131  0.00000e+00  0.00000e+00  0.00000e+00  4.44444e-01  4.44444e-01    49   12334   12335   48.50000   48.83333   49.50000    66   12523   65.50000   66.16667   66.50000
0000132  0.00000e+00  0.00000e+00  0.00000e+00  2.22222e-01  2.22222e-01    49   12334   12335   48.50000   49.16667   49.50000    66   12523   65.50000   66.16667   66.50000
0000133  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    50   12335   12336   49.50000   49.50000   50.50000    66   12524   65.50000   66.16667   66.50000
0000134  0.00000e+00  1.11111e-01  2.22222e-01  0.00000e+00  3.33333e-01    50   12335   12336   49.50000   49.83333   50.50000    66   12524   65.50000   66.16667   66.50000
0000135  0.00000e+00  2.22222e-01  4.44444e-01  0.00000e+00  6.66667e-01    50   12335   12336   49.50000   50.16667   50.50000    66   12524   65.50000   66.16667   66.50000
0000136  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    51   12336   12337   50.50000   50.50000   51.50000    66   12525   65.50000   66.16667   66.50000
0000137  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    51   12336   12337   50.50000   50.83333   51.50000    66   12525   65.50000   66.16667   66.50000
0000138  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    51   12336   12337   50.50000   51.16667   51.50000    66   12525   65.50000   66.16667   66.50000
0000139  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    52   12337   12338   51.50000   51.50000   52.50000    66   12526   65.50000   66.16667   66.50000
0000140  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    52   12337   12338   51.50000   51.83333   52.50000    66   12526   65.50000   66.16667   66.50000
0000141  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    52   12337   12338   51.50000   52.16667   52.50000    66   12526   65.50000   66.16667   66.50000
0000142  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    53   12338   12339   52.50000   52.50000   53.50000    66   12527   65.50000   66.16667   66.50000
0000143  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    53   12338   12339   52.50000   52.83333   53.50000    66   12527   65.50000   66.16667   66.50000
0000144  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    53   12338   12339   52.50000   53.16667   53.50000    66   12527   65.50000   66.16667   66.50000
0000145  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    54   12339   12340   53.50000   53.50000   54.50000    66   12528   65.50000   66.16667   66.50000
0000146  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    54   12339   12340   53.50000   53.83333   54.50000    66   12528   65.50000   66.16667   66.50000
0000147  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    54   12339   12340   53.50000   54.16667   54.50000    66   12528   65.50000   66.16667   66.50000
0000148  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    55   12340   12341   54.50000   54.50000   55.50000    66   12529   65.50000   66.16667   66.50000
0000149  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    55   12340   12341   54.50000   54.83333   55.50000    66   12529   65.50000   66.16667   66.50000
0000150  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    55   12340   12341   54.50000   55.16667   55.50000    66   12529   65.50000   66.16667   66.50000
0000151  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    56   12341   12342   55.50000   55.50000   56.50000    66   12530   65.50000   66.16667   66.50000
0000152  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    56   12341   12342   55.50000   55.83333   56.50000    66   12530   65.50000   66.16667   66.50000
0000153  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    56   12341   12342   55.50000   56.16667   56.50000    66   12530   65.50000   66.16667   66.50000
0000154  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    57   12342   12343   56.50000   56.50000   57.50000    66   12531   65.50000   66.16667   66.50000
0000155  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    57   12342   12343   56.50000   56.83333   57.50000    66   12531   65.50000   66.16667   66.50000
0000156  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    57   12342   12343   56.50000   57.16667   57.50000    66   12531   65.50000   66.16667   66.50000
0000157  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    58   12343   12344   57.50000   57.50000   58.50000    66   12532   65.50000   66.16667   66.50000
