Interpolation Weights at V-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000034  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    55   12340   12341   54.50000   54.83333   55.50000    67   12529   66.00000   66.00000   67.00000
0000035  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    55   12340   12341   54.50000   55.16667   55.50000    67   12529   66.00000   66.00000   67.00000
0000036  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    56   12341   12342   55.50000   55.50000   56.50000    67   12530   66.00000   66.00000   67.00000
0000037  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    56   12341   12342   55.50000   55.83333   56.50000    67   12530   66.00000   66.00000   67.00000
0000038  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    56   12341   12342   55.50000   56.16667   56.50000    67   12530   66.00000   66.00000   67.00000
0000039  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    57   12342   12343   56.50000   56.50000   57.50000    67   12531   66.00000   66.00000   67.00000
0000040  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    57   12342   12343   56.50000   56.83333   57.50000    67   12531   66.00000   66.00000   67.00000
0000041  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    57   12342   12343   56.50000   57.16667   57.50000    67   12531   66.00000   66.00000   67.00000
0000042  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    58   12343   12344   57.50000   57.50000   58.50000    67   12532   66.00000   66.00000   67.00000
0000043  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    58   12343   12344   57.50000   57.83333   58.50000    67   12532   66.00000   66.00000   67.00000
0000044  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    58   12343   12344   57.50000   58.16667   58.50000    67   12532   66.00000   66.00000   67.00000
0000045  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    59   12344   12345   58.50000   58.50000   59.50000    67   12533   66.00000   66.00000   67.00000
0000046  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    59   12344   12345   58.50000   58.83333   59.50000    67   12533   66.00000   66.00000   67.00000
0000047  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    59   12344   12345   58.50000   59.16667   59.50000    67   12533   66.00000   66.00000   67.00000
0000048  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    60   12345   12346   59.50000   59.50000   60.50000    67   12534   66.00000   66.00000   67.00000
0000049  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    60   12345   12346   59.50000   59.83333   60.50000    67   12534   66.00000   66.00000   67.00000
0000050  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60   12345   12346   59.50000   60.16667   60.50000    67   12534   66.00000   66.00000   67.00000
0000051  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61   12346   12347   60.50000   60.50000   61.50000    67   12535   66.00000   66.00000   67.00000
0000052  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61   12346   12347   60.50000   60.83333   61.50000    67   12535   66.00000   66.00000   67.00000
0000053  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    61   12346   12347   60.50000   61.16667   61.50000    67   12535   66.00000   66.00000   67.00000
0000054  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    62   12347   12348   61.50000   61.50000   62.50000    67   12536   66.00000   66.00000   67.00000
0000055  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    62   12347   12348   61.50000   61.83333   62.50000    67   12536   66.00000   66.00000   67.00000
0000056  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    62   12347   12348   61.50000   62.16667   62.50000    67   12536   66.00000   66.00000   67.00000
0000057  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    63   12348   12349   62.50000   62.50000   63.50000    67   12537   66.00000   66.00000   67.00000
0000058  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    63   12348   12349   62.50000   62.83333   63.50000    67   12537   66.00000   66.00000   67.00000
0000059  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    63   12348   12349   62.50000   63.16667   63.50000    67   12537   66.00000   66.00000   67.00000
0000060  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    64   12349   12350   63.50000   63.50000   64.50000    67   12538   66.00000   66.00000   67.00000
0000061  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    64   12349   12350   63.50000   63.83333   64.50000    67   12538   66.00000   66.00000   67.00000
0000062  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    64   12349   12350   63.50000   64.16667   64.50000    67   12538   66.00000   66.00000   67.00000
0000063  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    65   12350   12351   64.50000   64.50000   65.50000    67   12539   66.00000   66.00000   67.00000
0000064  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    65   12350   12351   64.50000   64.83333   65.50000    67   12539   66.00000   66.00000   67.00000
0000065  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    65   12350   12351   64.50000   65.16667   65.50000    67   12539   66.00000   66.00000   67.00000
0000066  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    66   12351   12352   65.50000   65.50000   66.50000    67   12540   66.00000   66.00000   67.00000
0000067  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    66   12351   12352   65.50000   65.83333   66.50000    67   12540   66.00000   66.00000   67.00000
0000068  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    66   12351   12352   65.50000   66.16667   66.50000    67   12540   66.00000   66.00000   67.00000
0000069  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    67   12352   12353   66.50000   66.50000   67.50000    67   12541   66.00000   66.00000   67.00000
0000070  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    67   12352   12353   66.50000   66.83333   67.50000    67   12541   66.00000   66.00000   67.00000
0000071  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    67   12352   12353   66.50000   67.16667   67.50000    67   12541   66.00000   66.00000   67.00000
0000072  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    68   12353   12354   67.50000   67.50000   68.50000    67   12542   66.00000   66.00000   67.00000
0000073  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    68   12353   12354   67.50000   67.83333   68.50000    67   12542   66.00000   66.00000   67.00000
0000074  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    68   12353   12354   67.50000   68.16667   68.50000    67   12542   66.00000   66.00000   67.00000
0000075  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    69   12354   12355   68.50000   68.50000   69.50000    67   12543   66.00000   66.00000   67.00000
0000076  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    69   12354   12355   68.50000   68.83333   69.50000    67   12543   66.00000   66.00000   67.00000
0000077  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    69   12354   12355   68.50000   69.16667   69.50000    67   12543   66.00000   66.00000   67.00000
0000078  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    70   12355   12356   69.50000   69.50000   70.50000    67   12544   66.00000   66.00000   67.00000
0000079  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    70   12355   12356   69.50000   69.83333   70.50000    67   12544   66.00000   66.00000   67.00000
0000080  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    70   12355   12356   69.50000   70.16667   70.50000    67   12544   66.00000   66.00000   67.00000
0000081  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    71   12356   12357   70.50000   70.50000   71.50000    67   12545   66.00000   66.00000   67.00000
0000082  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    71   12356   12357   70.50000   70.83333   71.50000    67   12545   66.00000   66.00000   67.00000
0000083  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    71   12356   12357   70.50000   71.16667   71.50000    67   12545   66.00000   66.00000   67.00000
0000084  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    72   12357   12358   71.50000   71.50000   72.50000    67   12546   66.00000   66.00000   67.00000
0000085  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    72   12357   12358   71.50000   71.83333   72.50000    67   12546   66.00000   66.00000   67.00000
0000086  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    72   12357   12358   71.50000   72.16667   72.50000    67   12546   66.00000   66.00000   67.00000
0000087  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    73   12358   12359   72.50000   72.50000   73.50000    67   12547   66.00000   66.00000   67.00000
0000088  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    73   12358   12359   72.50000   72.83333   73.50000    67   12547   66.00000   66.00000   67.00000
0000089  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    73   12358   12359   72.50000   73.16667   73.50000    67   12547   66.00000   66.00000   67.00000
0000090  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    74   12359   12360   73.50000   73.50000   74.50000    67   12548   66.00000   66.00000   67.00000
0000091  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    74   12359   12360   73.50000   73.83333   74.50000    67   12548   66.00000   66.00000   67.00000
0000092  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    74   12359   12360   73.50000   74.16667   74.50000    67   12548   66.00000   66.00000   67.00000
0000093  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    75   12360   12361   74.50000   74.50000   75.50000    67   12549   66.00000   66.00000   67.00000
0000094  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    75   12360   12361   74.50000   74.83333   75.50000    67   12549   66.00000   66.00000   67.00000
0000095  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    75   12360   12361   74.50000   75.16667   75.50000    67   12549   66.00000   66.00000   67.00000
0000096  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    76   12361   12362   75.50000   75.50000   76.50000    67   12550   66.00000   66.00000   67.00000
0000097  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    76   12361   12362   75.50000   75.83333   76.50000    67   12550   66.00000   66.00000   67.00000
0000098  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    76   12361   12362   75.50000   76.16667   76.50000    67   12550   66.00000   66.00000   67.00000
0000099  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    77   12362   12363   76.50000   76.50000   77.50000    67   12551   66.00000   66.00000   67.00000
0000100  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    77   12362   12363   76.50000   76.83333   77.50000    67   12551   66.00000   66.00000   67.00000
0000101  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    77   12362   12363   76.50000   77.16667   77.50000    67   12551   66.00000   66.00000   67.00000
0000102  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    78   12363   12364   77.50000   77.50000   78.50000    67   12552   66.00000   66.00000   67.00000
0000103  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    78   12363   12364   77.50000   77.83333   78.50000    67   12552   66.00000   66.00000   67.00000
0000104  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    78   12363   12364   77.50000   78.16667   78.50000    67   12552   66.00000   66.00000   67.00000
0000105  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    79   12364   12365   78.50000   78.50000   79.50000    67   12553   66.00000   66.00000   67.00000
0000106  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    79   12364   12365   78.50000   78.83333   79.50000    67   12553   66.00000   66.00000   67.00000
0000107  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    79   12364   12365   78.50000   79.16667   79.50000    67   12553   66.00000   66.00000   67.00000
0000108  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    80   12365   12366   79.50000   79.50000   80.50000    67   12554   66.00000   66.00000   67.00000
0000109  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    80   12365   12366   79.50000   79.83333   80.50000    67   12554   66.00000   66.00000   67.00000
0000110  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    80   12365   12366   79.50000   80.16667   80.50000    67   12554   66.00000   66.00000   67.00000
0000111  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    81   12366   12367   80.50000   80.50000   81.50000    67   12555   66.00000   66.00000   67.00000
0000112  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    81   12366   12367   80.50000   80.83333   81.50000    67   12555   66.00000   66.00000   67.00000
0000113  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    81   12366   12367   80.50000   81.16667   81.50000    67   12555   66.00000   66.00000   67.00000
0000114  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    82   12367   12368   81.50000   81.50000   82.50000    67   12556   66.00000   66.00000   67.00000
0000115  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    82   12367   12368   81.50000   81.83333   82.50000    67   12556   66.00000   66.00000   67.00000
0000116  0.00000e+00  0.00000e+00  1.11111e-01  0.00000e+00  1.11111e-01    44   12329   12330   43.50000   43.83333   44.50000    67   12518   66.00000   66.33333   67.00000
0000117  0.00000e+00  0.00000e+00  2.22222e-01  0.00000e+00  2.22222e-01    44   12329   12330   43.50000   44.16667   44.50000    67   12518   66.00000   66.33333   67.00000
0000118  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    45   12330   12331   44.50000   44.50000   45.50000    67   12519   66.00000   66.33333   67.00000
0000119  0.00000e+00  0.00000e+00  0.00000e+00  2.22222e-01  2.22222e-01    45   12330   12331   44.50000   44.83333   45.50000    67   12519   66.00000   66.33333   67.00000
0000120  0.00000e+00  0.00000e+00  0.00000e+00  1.11111e-01  1.11111e-01    45   12330   12331   44.50000   45.16667   45.50000    67   12519   66.00000   66.33333   67.00000
0000121  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12331   12332   45.50000   45.50000   46.50000    67   12520   66.00000   66.33333   67.00000
0000122  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12331   12332   45.50000   45.83333   46.50000    67   12520   66.00000   66.33333   67.00000
0000123  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12331   12332   45.50000   46.16667   46.50000    67   12520   66.00000   66.33333   67.00000
0000124  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    47   12332   12333   46.50000   46.50000   47.50000    67   12521   66.00000   66.33333   67.00000
0000125  0.00000e+00  0.00000e+00  1.11111e-01  0.00000e+00  1.11111e-01    47   12332   12333   46.50000   46.83333   47.50000    67   12521   66.00000   66.33333   67.00000
0000126  0.00000e+00  0.00000e+00  2.22222e-01  0.00000e+00  2.22222e-01    47   12332   12333   46.50000   47.16667   47.50000    67   12521   66.00000   66.33333   67.00000
0000127  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    48   12333   12334   47.50000   47.50000   48.50000    67   12522   66.00000   66.33333   67.00000
0000128  0.00000e+00  0.00000e+00  1.11111e-01  2.22222e-01  3.33333e-01    48   12333   12334   47.50000   47.83333   48.50000    67   12522   66.00000   66.33333   67.00000
0000129  0.00000e+00  0.00000e+00  2.22222e-01  1.11111e-01  3.33333e-01    48   12333   12334   47.50000   48.16667   48.50000    67   12522   66.00000   66.33333   67.00000
0000130  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    49   12334   12335   48.50000   48.50000   49.50000    67   12523   66.00000   66.33333   67.00000
0000131  0.00000e+00  0.00000e+00  0.00000e+00  2.22222e-01  2.22222e-01    49   12334   12335   48.50000   48.83333   49.50000    67   12523   66.00000   66.33333   67.00000
0000132  0.00000e+00  0.00000e+00  0.00000e+00  1.11111e-01  1.11111e-01    49   12334   12335   48.50000   49.16667   49.50000    67   12523   66.00000   66.33333   67.00000
0000133  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    50   12335   12336   49.50000   49.50000   50.50000    67   12524   66.00000   66.33333   67.00000
0000134  0.00000e+00  2.22222e-01  1.11111e-01  0.00000e+00  3.33333e-01    50   12335   12336   49.50000   49.83333   50.50000    67   12524   66.00000   66.33333   67.00000
0000135  0.00000e+00  4.44444e-01  2.22222e-01  0.00000e+00  6.66667e-01    50   12335   12336   49.50000   50.16667   50.50000    67   12524   66.00000   66.33333   67.00000
0000136  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    51   12336   12337   50.50000   50.50000   51.50000    67   12525   66.00000   66.33333   67.00000
0000137  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    51   12336   12337   50.50000   50.83333   51.50000    67   12525   66.00000   66.33333   67.00000
0000138  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    51   12336   12337   50.50000   51.16667   51.50000    67   12525   66.00000   66.33333   67.00000
0000139  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    52   12337   12338   51.50000   51.50000   52.50000    67   12526   66.00000   66.33333   67.00000
0000140  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    52   12337   12338   51.50000   51.83333   52.50000    67   12526   66.00000   66.33333   67.00000
0000141  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    52   12337   12338   51.50000   52.16667   52.50000    67   12526   66.00000   66.33333   67.00000
0000142  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    53   12338   12339   52.50000   52.50000   53.50000    67   12527   66.00000   66.33333   67.00000
0000143  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    53   12338   12339   52.50000   52.83333   53.50000    67   12527   66.00000   66.33333   67.00000
0000144  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    53   12338   12339   52.50000   53.16667   53.50000    67   12527   66.00000   66.33333   67.00000
0000145  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    54   12339   12340   53.50000   53.50000   54.50000    67   12528   66.00000   66.33333   67.00000
0000146  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    54   12339   12340   53.50000   53.83333   54.50000    67   12528   66.00000   66.33333   67.00000
0000147  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    54   12339   12340   53.50000   54.16667   54.50000    67   12528   66.00000   66.33333   67.00000
0000148  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    55   12340   12341   54.50000   54.50000   55.50000    67   12529   66.00000   66.33333   67.00000
0000149  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    55   12340   12341   54.50000   54.83333   55.50000    67   12529   66.00000   66.33333   67.00000
0000150  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    55   12340   12341   54.50000   55.16667   55.50000    67   12529   66.00000   66.33333   67.00000
0000151  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    56   12341   12342   55.50000   55.50000   56.50000    67   12530   66.00000   66.33333   67.00000
0000152  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    56   12341   12342   55.50000   55.83333   56.50000    67   12530   66.00000   66.33333   67.00000
0000153  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    56   12341   12342   55.50000   56.16667   56.50000    67   12530   66.00000   66.33333   67.00000
0000154  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    57   12342   12343   56.50000   56.50000   57.50000    67   12531   66.00000   66.33333   67.00000
0000155  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    57   12342   12343   56.50000   56.83333   57.50000    67   12531   66.00000   66.33333   67.00000
0000156  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    57   12342   12343   56.50000   57.16667   57.50000    67   12531   66.00000   66.33333   67.00000
0000157  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    58   12343   12344   57.50000   57.50000   58.50000    67   12532   66.00000   66.33333   67.00000
